@relation politeness

@attribute request string
@attribute numGratitude numeric
@attribute numDeference numeric
@attribute numGreeting numeric
@attribute inPosLexicon numeric
@attribute inNegLexicon numeric
@attribute numApologize numeric
@attribute pleaseCount numeric
@attribute pleaseStartCount numeric
@attribute numIndirect numeric
@attribute numDirectQuestion numeric
@attribute numDirectStart numeric
@attribute numCounterFactual numeric
@attribute numIndicative numeric
@attribute class {polite,impolite}

@data
'What exactly are you asking?  Are you asking for good examples for books to use good things to try while learning or just our opinion about the difficulty of examples?',0,0,2,2,2,0,0,0,0,1,0,1,1,impolite
'Yes Pavel. That is correct (frame problem much?) :(',0,0,0,1,1,0,0,0,0,0,0,1,1,impolite
'`else if` serves a very different purpose than a simple `if`. How can you code without `else if`?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'... since yourre quoting something mind sharing what youre quoting? A homework assignment perhaps?',0,0,3,1,1,0,0,0,0,0,1,1,1,impolite
'How is 17:18:3600 supposed to be understood? Is this a standard format?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'it seems you are posting some parameter named `imagename` from your code and you are trying to find path of that parameter ?? confusing Or  if you are uploading the file and you want the path to file from client????',0,0,1,0,6,0,0,0,0,0,1,1,1,impolite
'Do you have 18GiB of memory to store the solution? Do you really need all of them?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Why do you want to use those? What are you trying to do?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Time to register and start giving some votes to the people that are giving you free consulting. All : Is a feature on Stackoverflow that if a user doesnt register that there is no calculation of acceptance rate?',0,0,1,2,1,0,0,0,0,0,1,1,1,impolite
'Also youre not really asking a question by just posting some unfinished code - you need to be more specific. Is there something you dont understand about how the code works?',0,0,2,2,2,0,0,0,0,0,1,1,1,impolite
'Why not using `isnan()` from math.h? Any specially reason?',0,0,0,0,1,0,0,0,0,1,0,1,1,impolite
'by js?? you mean AJAX??',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'How is it awkward? Which version of VS (they have different levels of js intellisense support)?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'Track users? Keep statistics on what?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Why is the clause changing every time?  Why dont you post your best attempt and well look at it?',0,0,1,3,1,0,0,0,0,1,0,1,1,impolite
'Any particular reason youre thinking of `O(n*log(log(n))`? Or is that just something that spontaneously came into your head?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'You want to compress strings from argv really?  Or do you mean you want to treat argvs elements as names of files to compress like gzip the program does?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Good question worded poorly. Might want to try rephrasing it?',0,0,0,1,3,0,0,0,0,0,1,1,1,impolite
'If any database errors occur they will be emailed to the address specified here. Do u get any emails??',0,0,1,1,4,0,0,0,0,0,1,1,1,impolite
'Ruby on Rails runs at the server side. So how about using that?',0,0,0,0,3,0,0,0,0,0,1,1,1,impolite
'Hot d*mn this is more complicated than I thought at first. Week 1 is the week that contains the calendar years first *Thursday*!?!',0,0,1,1,3,0,0,0,0,0,0,1,1,impolite
'Yes I had to wait about 18 minutes or whatever it was in that time I forgot to come back and accept it.Do I always have to wait for these flood checks?',0,0,0,0,2,0,0,0,0,0,1,1,1,impolite
'Your question is too vague. What do you want to achieve exactly and what did you already tried?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'Why wouldnt you want to go to the source code? Whats the purpose of debugging if not for checking the code?',0,0,1,0,4,0,0,0,0,1,0,1,1,impolite
'schoolwork? its a strange query dont you have more information for us?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'Do you have problem with it? Does it work?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'Youre missing a paren.  Is that the problem?',0,0,1,0,3,0,0,0,0,0,1,1,1,impolite
'Why are you doing `{% ifequal gallery.draft True %}`?   Why not do `{% if gallery.draft %}`?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Use images for transactions????? Do you mean that you want to use images to represent certain info on the screen?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'How are you converting to decimal?  Why wouldnt that same method work for conversion to ternary?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'@zr: **How is 0x5f7fffff even but 0x5f800000 is not?** What exactly do you mean by *nearest even*?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Im confused. You dont have the original assets ?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Why bother with the `.php` in the rewritten URLs? Why not just `/course_view`?',0,0,0,0,1,0,0,0,0,1,0,1,1,impolite
'What if there is no idle worker how do you intend to deal with that? Just queue them up?',0,0,1,1,1,0,0,0,0,1,0,1,1,impolite
'You seem to have an algorithm that works. Whats the problem?',0,0,1,2,1,0,0,0,0,0,1,1,1,impolite
'@BoltClock: Im pretty sure that algorithms are part of the programming subject. Strictly speaking an algorithm is not a program of course but are we really going to throw out all the questions on searching and sorting methods on the grounds that quicksort is an algorithm it has absolutely nothing to do with programming?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'I dont think anyones going to be able to help you based on that information alone (considering we dont know what `0x306aeaa5` is). Can you post your code and tell us what the exact problem is?',0,0,2,0,3,0,0,0,0,0,1,1,1,impolite
'What do you mean by by default the week starts at Monday? Im not saying thats not true but how/where do you experience that in your code?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Again:  What attributes do you have?  What is the structure of your data?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Im guessing ruby but lets make it clear. What language?',0,0,0,1,1,0,0,0,0,0,1,1,1,impolite
'The real question is  what does First returns? Since Dictionnary uses hash values First is first of what???',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'@brian Actually yes. Is that possible without causing the world to burn?',0,0,0,0,2,0,0,0,0,0,1,1,1,impolite
'@Alexander I did not understand your last comment. Why cant you store positions?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Why do you want to show multiple tooltips for a single control? Why not just combine the contents of the two into a single tooltip?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'Any more incite from either of you? Or anyone else for that matter?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Why do you need 200 variables? Why not have one array with 200 elements?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Sry this explains to me... I want to rewrite this solution [link](http://stackoverflow.com/questions/5636413/how-to-determine-maximum-route-cost-in-a-n-high-numeric-pyramid) in ruby. And why did you say poorly implementing?',0,0,2,0,4,0,0,0,0,0,1,1,1,impolite
'The instructions you linked mention using Visual C++ Express yet your output tells that distutils tries to use gcc.  What are you actually using?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'-1: A bad question.  The real question is how do I concatenate file names?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'Are you trying to validate the file somehow somewhere? Why does the file need to be only available on create?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'Whats not working? what do you expect it to do?',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'A regular expression here seems like overkill.  Why not just `explode(#http://blah.com#removethis2)[0]`?',0,0,1,1,4,0,0,0,0,0,1,1,1,impolite
'Could you clarify what you think the problem with `Digest::MD5` might be? If you cant why dont you just use it?',0,0,2,0,1,0,0,0,0,0,1,0,1,impolite
'Too vague - explain what you expect the contents of the array to be afterwards - give a concrete example. Possibly also needs a homework tag ?',0,0,1,2,1,0,0,0,0,0,1,1,1,impolite
'What do you mean by URL exactly? This is a rather artificial concept with classpath resources - what would you do with that URL?',0,0,2,0,1,0,0,0,0,1,0,1,1,impolite
'a method that exposes all info of a team ... exposes how? `return this;`?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Change them to what? If that is your input what is your desired output?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Your Frequently Asked Question is answered in the very first sentence: perldoc -q match --> Im having trouble matching over more than one line.  Whats wrong?',0,0,3,0,2,0,0,0,0,0,1,1,1,impolite
'@carleeto: Have you tried the various suggestions in the answers?  15 minutes? Wow.',0,0,1,1,0,0,0,0,0,0,0,1,1,impolite
'Do you really want to parse both in the same context? What about things like 2000000.45?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'Ive yet to see a single keyword from the Fortran language in this question. Could you post a minimum size example of fortran code which gives this kind of error along with what you did to generate it instead of guessing on the source of the problems?',0,0,2,1,6,0,0,0,0,0,1,1,1,impolite
'You need to define your scope. Do you plan to use this on *many* words?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'What ordering are you assuming for @array2. In other words why does the count for one come before the count for two?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'I still dont understand what you want to do. What do you mean by reorder the sequence in which the pixel intensity data comes?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'Why would you use a genetic algorithm for this?  Whats wrong with an ordinary one?',0,0,2,0,2,0,0,0,0,1,0,1,1,impolite
'what can i do about that? Make a new one??',0,0,0,0,0,0,0,0,0,1,0,1,1,impolite
'Finding the min/max of a sequence is at worst a linear operation. How did you come up with something quadratic?',0,0,2,0,4,0,0,0,0,0,1,1,1,impolite
'Why are you using jQuery here in the first place it doesnt seem to be doing any good. Cant you just output the name inside the element directly?',0,0,1,1,3,0,0,0,0,1,0,1,1,impolite
'@jtbandes - why learn C first?  Would you say the same to a C++ questioner?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'@astony: *in a single step you could transfer at least one point from element to its neighbours*.  Do you mean **at most**?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Its not really fast it just runs at a normal rate. Ever heard of the saying in the land of the blind the one eyed man is king?',0,0,0,1,1,0,0,0,0,0,1,1,1,impolite
'Could you please clarify with an example? And are we doing your homework for you?',0,0,1,3,2,0,1,0,0,0,1,0,1,impolite
'I have got a problem with your solution: the keys in your hashtable are not unique (if A[] = {1 1 1 1} what is H ?). So how do you prove that H.get() is o(1) ?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Your code isnt going to work anyway. How can `tags` contain a new instance of the tag object?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'I dont get it. How can you want to find the highest value while at the same time not caring how a comparison is done?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'Did you already ask this question? But i think the file path for tabify could be playing up??',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'What exactly you need to do? Any examples???',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'hi zaky i m using xcode 4 tat rename button doesnt exist anymore...hi vakio yes i can see SimpleScrollView still in the pbxproj wat do u mean by rename the executable?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Why dont you use the DEBUG flag directly instead of delegating the function to a class variable? It sounds like that telephone game Chinese Whispers (?)',0,0,2,2,4,0,0,0,0,0,0,1,1,impolite
'All of the answers to that othe question are correct. Do you really need help updating a datbase or do you need help working with the Perl standard-data-structures?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'If you are insecure about your pet IDE being criticized then by all means step up and defend it.  How do I define a custom key binding in eclipse?',0,0,1,3,6,0,0,0,0,0,1,1,1,impolite
'What is the question? What is wrong with it?',0,0,0,0,1,0,0,0,0,1,0,1,1,impolite
'What is a `peek()` method? What is it you want exactly?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Why would you build your own XML parser at all? Is this just to learn javaCC?',0,0,2,0,0,0,0,0,0,1,0,1,1,impolite
'The sum divided by 4 results in 6 minutes. How do you get 8 minutes?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'You really should give us more information. How does the user create an account for example?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Who said the bunks are equidistant? Also what is a bunk?',0,0,0,0,1,0,0,0,0,1,0,1,1,impolite
'@Dan Dinu: is it guaranteed it is possible to identify who is a liar and who is a truthteller? should we be able to identify it is not possible?',0,0,0,1,5,0,0,0,0,0,1,1,1,impolite
'Youve already said that youre using JPEG2000 which will work.  What do you have a question about?',0,0,2,2,1,0,0,0,0,0,1,1,1,impolite
'What part of that is supposed to be case insensitive? The comparison with Alaska?',0,0,0,1,1,0,0,0,0,1,0,1,1,impolite
'`a` cannot equal 2<sup>779</sup> in standard C or C++ unless youve defined a custom numeric type. If you do have one why not just **try it**?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Are you trying to print the possible ways to express your number as a sum? You know there are an infinite number of ways to do that right?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'@Vlad: then why is there a problem? If you make each tile say 5 bytes (that 1 byte + entityID) and every entity contains its position then everything is O(1) right?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'Why would you copy an egg? Did not introduced yourself to `virtualenv` yet?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'@Marc: Wow. Was it obvious that aali was a sockpuppet account?',0,0,0,1,2,0,0,0,0,0,1,1,1,impolite
'An important concept in Rails is REST and how websites should respond to requests. Why do you want to delete the ever useful edit route from that resource?',0,0,1,2,4,0,0,0,0,0,1,1,1,impolite
'What do you mean Justin? I am unsure what you mean by Autobot and Decepticon?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'What did not work? closing of the connection or removing the persistence?',0,0,0,1,2,0,0,0,0,1,0,1,1,impolite
'Youre not removing duplicates -- youre merging them.  Right?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Is there a reason you dont just let IIS do this for you?  Or use the `<authorization>` features in your web.config?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'Show more declarations what is the type of the curr_time2 variable? How is the get_time_in_seconds() function declared?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'And: what does choppy mean exactly? Could http://www.learningjquery.com/2009/01/quick-tip-prevent-animation-queue-buildup help?',0,0,0,0,2,0,0,0,0,0,1,1,1,impolite
'list b? I dont get it.. mind to explain more?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'I think you mean remote debugging. That being said have you tried to turn off remote debugging for the SWF you dont want to allow debugging on?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'Why do you want to do this in the first place? Youre already using managed code why not use the BCLs [regex class](http://msdn.microsoft.com/en-us/library/system.text.regularexpressions.regex.aspx)?',0,0,2,2,2,0,0,0,0,1,0,1,1,impolite
'Why are you trying to exchange data between component in the same system via a file?  Why not use a temporary file to create a mock file?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Link? Is this homework?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'And as Ive said already look at how Apple do it. Have you looked at how CoreDataBooks works?',0,0,1,3,1,0,0,0,0,0,1,1,1,impolite
'Yeah why do you have multiple HTML files in one file in the first place? Wouldnt it be easier to remedy that?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Yes. It references the static in A just fine just not in B. I see why this is a problem since A may have no visibility to Bs statics. Im asking if there is another way to do this?',0,0,1,1,4,0,0,0,0,0,1,1,1,impolite
'Delegates dont work!? Do you use Control.BeginInvoke() method to invoke delegates?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'What is the actual question: how to build ConnectionKit as a framework how to use/link an arbitrary framework to a project in Xcode (which version?) or both?',0,0,1,1,1,0,0,0,0,1,0,1,1,impolite
'Why do you need randomness? Why cant you use sequential strings?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'ya it is! am i not supposed to ask hw questions here?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'I dont understand your concern with the user might think that margins contains only :left and :right. How is it different when you use the chart.marings(:left 10) syntax ?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'Nope. Do I need to start one?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'This makes no sense :( Can you make a bare-bones project that reproduces this behaviour without giving anything about your project away? If you add the tap recognizer to self.view does THAT work?',1,0,3,1,0,0,0,0,0,0,1,1,1,impolite
'I thought compilation warnings shouldnt affect the outcomes of compilation. Arent there any additional error messages you that you left out?',0,0,2,0,6,0,0,0,0,0,1,1,1,impolite
'Do you still can use build-in rails validation with this custom exception class? Havent you blogged about it?',0,0,2,0,3,0,0,0,0,0,1,1,1,impolite
'Innovative?  You mean something that uses genetic algorithms that cloud compute on quantum computers?',0,0,2,1,2,0,0,0,0,0,1,1,1,impolite
'What do you mean by prefix?  Do you mean to add a prefix to all the entity class names?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'99% of my use is C++ ... I dont know what they did but its horrid. Have you tried using a remote debugger or another instance of visual studio and attaching to the process?',0,0,3,0,4,0,0,0,0,0,1,1,1,impolite
'That code works fine for me.  What does your **actual** code look like?',0,0,1,4,0,0,0,0,0,0,1,1,1,impolite
'Could you clarify to which goto doesnt it go?.. Whats the expected/real output?',0,0,2,0,0,0,0,0,0,0,1,0,1,impolite
'Whats wrong with `foreach($array as $key => $value)`? Or asked the other way around whats the point using `foreach($array as $value)` when you actually need `$key` somewhere down the road?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'How come you have a need to to_str on a name? Isnt a string already?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Whats the point of subfeatures if you cant save them to a file? Is there some other format I can save that preserves subfeatures?',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'Are you using Perl 5? If you are why are you writing for Perl 4?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Not completely so because my question is more specific in terms of hash size and ignores performance. Also I am not just looking for _a_ hash function I am looking for a meaningful choice -- I know there are CRC32 and FNV32 but which is better for my domain?',0,0,2,3,1,0,0,0,0,0,1,1,1,impolite
'Sounds like possible homework.  What have you tried?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Does that mean were not allowed to ask WordPress questions on SO even if theyre legitimate programming questions?  Why the fragmentation?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Youre going to have to be more specific about what you want to know.  What kind of platform are you using to implement these algorithms?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Not really no (though maybe with JS). Is `display: block` a problem for some reason?',0,0,0,0,2,0,0,0,0,0,1,1,1,impolite
'Not writing a full blown DNS so reading never ending RFC is a bit boring. Or is that absolutely essential?',0,0,0,0,5,0,0,0,0,0,1,1,1,impolite
'Do you want the actual algorithm or a clue (ie. some kind of homework help)?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'What do you mean wont? Whats the error or result that you arent expecting?',0,0,1,1,2,0,0,0,0,1,0,1,1,impolite
'@Koper in order to program this algorithm I need to understand what the algorithm does. How is it *not* related to programming?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Whats all the .strip() doing in the parsing rules? Shoulnt your lexer take care of removing trailing whitespace?',0,0,3,0,5,0,0,0,0,1,0,1,1,impolite
'Well you look in Data::Compare and see what they do. Why dont you want to use that module?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'task == homework? ^^ Moreover: what is supposed to output this newly invented `diff`?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'How do you expect a DOM node to be serialized? What information do you want from a DOM node?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'What do you mean same operation? Is @myArray shared?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Do you have a specific question ? E.g. which part are you having difficulty with ?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'So? what is the question? The codes not working is that the question?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'You dont have a file handle you have a file *name*. Which does the subroutine expect?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'If you know how to get the bits into a string then do that and get the first five of them using a substring. Which part do you need help with?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'@jtbandes Its not a home work.. i wanted to know the appropriate algoritm basically.@pascal using temporary dictionary means using extra memory(storage)?',0,0,0,2,2,0,0,0,0,0,1,1,1,impolite
'What do you mean by documents? Something that looks like a report or just a spreadsheet full of numbers?',0,0,2,1,1,0,0,0,0,1,0,1,1,impolite
'What do you mean by Theres no Interlocked function available that will actually swap values.? Why cant you use these functions?',0,0,1,2,1,0,0,0,0,1,0,1,1,impolite
'Im dont understand what you are getting at here. It might help if you told us what `$one` `$top_level` and the output you want are along with that the value means  the value of what?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'What about B.C B.D and C.D?  Why does your goal not include these?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'why keep stuff that you dont access? why not leave the space for stuff thats needed?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Im pretty sure that the google image search just goes by image name doesnt it? or are you talking about some other google search that Im unaware of?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Its not clear that this is a programming question. What are you looking for?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'Whats the purpose of this? How do you want to use them?',0,0,2,0,0,0,0,0,0,1,0,1,1,impolite
'Whats Web of Knowledge?  Where is this javascript form?',0,0,1,1,1,0,0,0,0,1,0,1,1,impolite
'Golf? Obfuscation?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Stick it in dynamically from where? You just need it to be a global js var?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'The last sentence looks a little contradictory. Does it copy your generated config and then overwrites it?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Also how do you know it failed? You get an error message?',0,0,1,1,7,0,0,0,0,0,1,1,1,impolite
'I dont think theres any optimal way to do it other than just scanning the string looking for the delimiters.  Perhaps _you_ could code that yourself?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'What are you trying with[Names init];  ????',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'You are not talking about the **old** share button right? can you provide us the *other* blogs that have this special like plugin?',0,0,2,2,0,0,0,0,0,0,1,1,1,impolite
'If you serve a thousand of these per page youre hitting 49 kilobytes. How many of these could you possibly be serving?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'It depends on language/platform. Or it doesnt matter?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'Where exactly are you stuck? What doesnt work?',0,0,1,1,1,0,0,0,0,1,0,1,1,impolite
'@MAK: Well there is a problem **what order to store in** and then there is a solution that specifies one way to solve the problem with its own advantages and disadvantages. Not `algorithm` -worthy?',0,0,0,5,4,0,0,0,0,0,1,1,1,impolite
'Your current solution may work but doesnt make sense to do it that way just so you can skip typing a class name.  What is the problem with using the class name?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'you mean as if youd print screen it ? or what?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'I would suggest you reconsider if using the `*` selector is a good idea. Maybe what you want to do is possible without iterating over the zillion elements that make up a production web page?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'Why is your code stored in a `.cpp` (C++) file while the question is about C? So what is it C++ or C?',0,0,2,0,0,0,0,0,0,1,0,1,1,impolite
'@Rippo: Tried it and it doesnt work. Isnt the `$form.find(.person)` supposed to find all elements that have the `person` class inside the form with `personas` id?',0,0,0,1,1,0,0,0,0,0,1,1,1,impolite
'I dont really get the logic. Whats similar about [2] and [5] and whats equal about titles...?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Could you clarify what you mean by go into? Why dont you explain what you want to happen?',0,0,1,0,0,0,0,0,0,0,1,0,1,impolite
'We need no code to reverse a string. And who would need a reversed string anyway?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'@sepp2k isnt fnc declaration and worded postcondition sufficient for this task (I wasnt given definition at all by the way)? What for would one need to see guts of a fnc in order to be able to give formal proof for postcondition?',0,0,2,1,0,0,0,0,1,0,1,1,1,impolite
'Straightforward solution with iterating over sub-array to find an average wont it have `O(n)`? Why `O(n^2)`?',0,0,0,3,1,0,0,0,0,0,1,1,1,impolite
'Would volatile really have that effect in C? Dont you mean register?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'If its TRUE white noise (static) its at all frequencies equally and unfilteranle. What kind of noise is it really?',0,0,1,0,3,0,0,0,0,0,1,1,1,impolite
'@ANdrea: I dont that is right. What if all the numbers were negative?',0,0,0,1,2,0,0,0,0,0,1,1,1,impolite
'Sounds like can anyone show me how to iterate over array and execute function on each element. Whats the problem with iterating it step by step just as you described?',0,0,1,3,1,0,0,0,0,0,1,1,1,impolite
'what have you tried? There are over 2000 questions here on SO about random numbers have you had a look on some of them?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'Why are you attempting to do multi-threaded UI?  What is the problem that cant be solved with single-threaded UI?',0,0,1,2,2,0,0,0,0,1,0,1,1,impolite
'I dont repro this at all.  What *exactly* do you type?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'where are you viewing the records?? are you sure they are not stored well?',0,0,2,2,0,0,0,0,0,1,0,1,1,impolite
'If you wrote the CGI script then you know how that script determines where to put the files and how to name them. What is stopping you from adding that information to a database?',0,0,1,1,5,0,0,0,0,0,1,1,1,impolite
'You want *all* the paths? You want *all simple paths containing at least two members of the subset*?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Could you share the relevant information with us *irrespective* of whether it is an exception and error or something else?  Also what does because I must there KeyPairValuOfStringAndCarType mean?',0,1,2,1,2,0,0,0,0,0,1,0,1,impolite
'@Nick Usually they are <div class=section> but sometimes there are other classes.  Does that matter?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'How do you come up with 57? Are you allowed to divide by 2?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Because different different languages have different strengths and libraries already written for them. If I wanted to write lots of set up code for this problem why would I pick a dynamic language why not give myself more work and code in Java or C?',0,0,1,3,1,0,0,0,0,0,1,1,1,impolite
'Why not just generate the autocompletion configuration based on your YAML file? The options wont be changing all the time so why bother trying to make the autocompletion configuration dynamic?',0,0,1,2,2,0,0,0,0,1,0,1,1,impolite
'Whats the processor? What have you done yourself to answer the question?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'What do you mean by moving? Moving around in your window or a moving image like a *.gif?',0,0,1,2,0,0,0,0,0,1,0,1,1,impolite
'Smells like homework. How far did you get?',0,0,1,2,2,0,0,0,0,0,1,1,1,impolite
'Nope no sense. Whats a conceptual break in this context?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Youll need to store something server-side. And I dont get what stand-alone means in this case how will it access the URL then?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'What is the question here?  Are you wondering what you mightve missed?',0,0,1,2,2,0,0,0,0,1,0,1,1,impolite
'It helps if you mention what operating system youre using. It is Ubuntu Debian or something else?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'What this statement do is giving you no hire on interview and severe pay cut if found in production code. May be professor will like this answer? :)',0,0,2,1,3,0,0,0,0,0,0,1,1,impolite
'How can you not know the length of the array? How will you know that your index is out-of-boundaries?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'What do you mean *excluding the $ and $*? What $ and $?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'What have you tried? Examples?',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'You can place islands so there is no path between points. What should happen then?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'What are you programming on where 16MB is too much? A phone?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'What are you trying to get exactly?  If the list is just 2 tickets with priorities 3 and 5 what do you want to find?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'Why are we reloading the page? Cant one manage all the data to be changed in a stream to the applet directly or AJAX javascript?',0,0,0,0,8,0,0,0,0,1,0,1,1,impolite
'Why are the results bad? Can you elaborate on what you did?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'What do you mean by more sophisticated? Functions that take word boundaries into account?',0,0,2,2,0,0,0,0,0,1,0,1,1,impolite
'What language are you looking for? C/C++?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
