@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'Not sure Im reading the question correctly.  So each user books a cottage(s) 60 times a year?',polite
'The article that you reference does a good job explaining this: the SortedDictionary(TKey TValue) generic class is a binary search tree with O(log n) retrieval where n is the number of elements in the dictionary.. Did you have a more specific question or answer that you were looking for?',polite
'What does it mean that you want the variation between routes as small as possible? Could you rephrase the question?',polite
'by downloading by code I meant downloading the picture bytes using a webservice and assigning it to the Image element. This could be the subject of another question but what technique would you use to control the download sequesce by preserving the browser cache?',polite
'Im having the exact same problem. Did you ever find a solution?',polite
'For what its worth I have chrome 7. Is it possible that greasemonkey support was added at 7?',polite
'you can do this with a container that is positioned absolute/fixed with a width and height of 100\%.  background can then be set to `background-position: center center` I think?',polite
'mstksg Im interested in a solution to this specific puzzle. Can you tell me what information would help you understand the game play?',polite
'Can you post the benchmark code to see how you are measuring this?   Are you using -d:DProf?',polite
'I tried to use logcat but theres so much data provided I dont know how to sort through it. would you like all of the data?',polite
'can you build the string with these bind variables explicitly mentioned?i.e to construct the string by concatenating the string with both constant strings and the variables?',polite
'What version of bash are you using? Is it 4.x or 3.x?',polite
'Strange. Do gems without native extensions load ok?',polite
'Could you post the code?  Have you tried other Rubies (using RVM)?',polite
'I always forget testing things in IE. Just out of curiosity did you test this code on other browsers?',polite
'@Ivo Wetzel So you are saying there is not way to get all objects attributes and values ? Or to convert such object to an associative array ?',polite
'Yes but making it cross browser will be headache. I have old code somewhere untested for long time - want me to post it anyway?',polite
'Just out of curiosity how did you do the eye tracking?  Are you open sourcing this code?',polite
'commented out the for loop and it compiles fine so it should be the problem. just read somewhere that maybe i should be using a constant iterator?',polite
'The easiest language to do a task in is often the one you know the best! Which languages/tools do you already know?',polite
'Im starting to feel that the problem arises with interactionPointData since this method does not own it.  Since I am pointing to it with model will releasing model cause havoc upstream?',polite
'Sounds like it was trying to go down the stack but found itself going up instead. Im not sure how that might have happenedstack smashed?',polite
'I dont know if I understand correctly: Do you want to add a new image tag to your div tag? Where do you have your list?',polite
'Are you still interested in this one? Could you answer the questions and comment on the answers to refine the approach?',polite
'Should I use EBNF and then compile it using http://pyparsing.wikispaces.com/file/view/ebnf.py to generate pyparsing grammar? Or should I write pyparsing grammar directly?',polite
'Is the set of points fixed? Will you fetch the closest 1000 points for several differents locations before set of points changes?',polite
'This question is vague. Can you give a more detailed explanation as to the problem and provide some code?',polite
'I bet this is not what youre looking for. But according to my experience the error should be really small... Have you tried replacing the 2 with a 2.0?',polite
'Your code is missing the `find_current_round` subroutine. Could you post it as well?',polite
'What kind of shell tools are available?  E.g. awk pure bash perl python ... ?',polite
'What platform are you coding for? iPhone/iPad or Mac in general?',polite
'Do you require the actual return code from file.sh? Can you change the script so that it writes to a file when complete?',polite
'Now I am looking at the source for `whine.pl` and it seems to be getting these from an SQL database. Isnt it better to use the appropriate `SELECT` query to get already sorted bugs out of the database?',polite
'Wow! Tricky... and interesting. Do you need a method that works externally or can all of the array fit comfortably in memory?',polite
'Could `curl` help with this? Any idea how?',polite
'How did you try setting the default encoding? Can you give us an example?',polite
'What environment are you developing under? OS X Linux or Windows?',polite
'Does the application run ok locally when youre not trying to debug?  Do any other web apps allow you to debug?',polite
'@ David Thornley: Become a professional-grade programmer also want participate in coding contest(Codechef Topcoders)both have equal prioritiesWhat you suggest what kind of preparation i need to take ?',polite
'Can you please post the some sample code.To which panel you are adding this horizontal panel?Is there any spacing between the widgets added in the horizontal panel? or space is there on left side of whole horizontal panel?',polite
'Yea - I deleted my line numbers request comment when I read the log again - I was on completely the wrong track with that! However I still would consider the xib a suspect - it might be NSDecoding properties that dont exist anymore in the class?',polite
'Can you post some code? You can have a map of maps like `std::map<Key1 std::map<Key2 Val>>` can you use that to describe your situation?',polite
'You may break up to three sets trying to form a street (or the other way around). Is that ok?',polite
'Sorry if this is a stupid question. Is the output exactly `<\%= debug @articles \%>` or is the output actually a yaml formated object?',polite
'@Luke: what programming languages are supported on your server on which this webpage with song+artist+album is hosted? Would you mind posting a link to that JSON data?',polite
'Setareh: Im not sure if you mean that PRINCE2 suits large projects but not small ones or vice versa.  Can you edit to clarify?',polite
'That should work. What is the error you are getting?',polite
'Youre just discarding any useful exceptions that download() will throw - Image.open() might be trying to read  being returned by download() which would explain the current error youre receiving. If you remove that try..catch block do you receive any more informative errors?',polite
'I am not sure its a Google interview question I saw it initially at http://www.careercup.com/question?id=7263132 ....  It feels like that the question meant worst-case time bounds. Does it seem impossible?',polite
'Youre most likely using Visual C++ so it cant be a compiler bug since Im getting `C4430` errors for the second code snippet. Is there a `using namespace std` or `using std::string` in any of your header files?',polite
'scheme is pretty easy to debug. What step does the stepper stop you at?',polite
'@Murilo: Do you need to return all matches or just one? Are there any memory limits?',polite
'It didnt crash for me.  What errors are you getting when it crashes?',polite
'@kelton52 then the problem is at compile time rather than run time. There should still be behaviour error messages from the compiler perhaps?',polite
'Can you overlap jobs? If you have two three-unit jobs and six two-unit jobs can you run the three-unit jobs sequentially on lane A three two-unit jobs on B and three two-unit jobs on C taking six units of printing time in total?',polite
'Hypothetically if course A and course B each have max size of 1 and five people list preference of AB three people wont get into either preference. Do those three people get assigned to other classes or do they remain unassigned?',polite
'When you say line do you mean character? For the given input what is your desired output?',polite
'Please explain why you think the `ClassNotFoundException` is incorrect. Possibly even share some code?',polite
'A quick search finds this code. http://staff.washington.edu/dushaw/GPS/gettracks.awk Is that checksum function what you are looking for?',polite
'Usefulness and acceptable range of RMSE depends on the goal of the enhancement you are doing and the contents of the image. Can you tell a bit more about that?',polite
'Can you also show us parts of your XML file? Maybe what you are looking for are the **children** of <Images>?',polite
'i have used zxing library before but never tackled the code in it. Is this the most appropriate way ?',polite
'zc.buildout does something like this although I wouldnt want to try reading its source code.Have you tried asking on the distutils-sig mailing list?',polite
'Would I be right to understand that since youve posted this on SO you are looking for a programming way to solve this question ?  Something like a rewrite system for propositions in Bayesian probabilities ?',polite
'Its unclear to me what you mean with rule engine in your question. Could you elaborate?',polite
'This is a relative path what means that it is resolved against the current working directory (`getcwd()`). Did you checked the absolute path also (`realpath()`)?',polite
'Would you please clarify who you are referring to? Is this a follow up of a similar question?',polite
'What language is it? Can you provide a testcase demonstrating the behaviour?',polite
'The result youre getting is odd. Can you please post more information?',polite
'I found an obscure reference to idna trace. Has anyone heard of/used this application?',polite
'Packets are being received by a program (streamed perhaps is a good word) that have a type of ACK SYN FIN or any combination thereof. Essentially the question is how can one detect when five different combinations have occurred?',polite
'Can you give a little more context?  What library contains this line of code?',polite
'Isnt some kind of curve inherent in using non-Euclidean triangles? I suppose intuitively Id expect each edge of a triangle to be part of a great circle - are these bulges relative to that?',polite
'what are you trying to do with the ticket itself? Is it an option to generate tickets as needed using keytabs?',polite
'I presume youre using PHP as an Apache module? (Not CGI or running under IIS or something?)',polite
'@deceze Good point.  Have you used it before and for what?',polite
'For #2: May there ever be two edges directly connecting node _X_ to node _Y_? For #5: does this mean that properties A and B are numeric/summable?',polite
'How is your input given? Like in your examples or are you given a graph or something like that?',polite
'Im sorry but your example only makes me more confused. Why dont you first put the first `r` into the first container the second `b` into the second container and the next two `r` into the first container getting the sum of `0`?',polite
'Can you describe how it crashes? Do you get any kind of error message or exception?',polite
'I have done a gridView with images that show a spinner and download image.. When download is complete the image shows? Interested?',polite
'I assume that when you rotate them they have to remain axis-aligned? i.e. you cant rotate then by 30 degrees or anything like that?',polite
'I want to implement the whole online banking stack from front-end middleware and back-end. So is there any opensource J2EE app for online banking?',polite
'I agree with viksit- it sounds like a hashtable is what you want. Is there a reason you want to use a B-tree?',polite
'I think this question its more related to robotics than to coding. Have you tried to search into that category?',polite
'This can be done in a number of ways. Do you want the user to select nodes to hide or do you want certain nodes to be hidden from all users?',polite
'just to verify can you capture what the generated SQL looks like for a simple get like `Session.get(SecurityContact.class id)` hql with `from SecurityContact where securityId = ?` and your left join attempt? Also what version of Hibernate are you using?',polite
'It didnt work when I replaced Lbs2 by t.  Lbs2 is the model that has been created to store lat lng and body. Can you please suggest some other changes should be made?',polite
'@Max: Good point although you misspelled my name. How do you know that 1UU0 is the only one thats impossible?',polite
'Which logs? The logs in the question are my Nginx ones which Passenger is set to write to are there any others around I should check? :)',polite
'This might be a Facebook issue but it might also be an issue with how your code is prepping the image to be sent. Can you share your code that reads the image (form your server) and calls the Facebook SDK?',polite
'can you be a little more specific and perhaps give some examples of the current vs. desired interface?',polite
'Do you have any code we can look at? What have you tried so far that isnt working?',polite
'@Jon Skeet @Brain Rasmussen I apologise they did not appear on the related questions nor on my searching. @digEmAll Im somewhat new to C# couldnt I use the second one if I used a nullable Bar?',polite
'I believe that would be different on different hardware. What architecture?',polite
'Right. Any idea where I plug in the OAuth2 stuff?',polite
'What approaches did you try? What were the problems?',polite
'What have you tried? What are the difficulties you encounter?',polite
'Ok so this is the answer I have come up with after reading all the posts on here: This statement will return true because $var is being assigned a value of donut and assignment occurs before the statement is evaluated and therefore would be boolean true because it has a value.  Is this correct?',polite
'Do the squares have to be the same size? Do they have to be axis-aligned (i.e. have the same orientation as the rectangle)?',polite
'Sorry which Documents? Is this some iPhone directory?',polite
'Suppose you have a 2 x 2 grid and your array contains [0 0] and [1 1]. What would the correct table output be?',polite
'Depends on your OS. Are you on Linux Mac Windows?',polite
'I dont understand whats wrong with the standard C pre-processor. Can you clarify?',polite
'This should also be tagged regex but only five tags are allowed. This question seems only peripherally related to the Python language so perhaps that tag should be replaced?',polite
'what problem are you having?  what error are you getting?',polite
'In the description of the O(n+m) method do you mean if J is _greater_ than the max the target is not present and compare just K T in the max? Also I may be missing something but isnt `[ 100 200 ; 50 199 ]` a counter example if the target is on the left of 100?',polite
'Can you provide a simple test file (with valid referenced SVG) showing this problem? Have you considered fetching the SVG source and [appending that document to the page](http://groups.google.com/group/svg-web/browse_thread/thread/363d599b7eb5a517) instead of as a referenced element?',polite
'Well the problem you linked to is entirely different than what youre describing. Can you please decide on which one you need help with?',polite
'Also: Do you realize that variables created in class scope (in your code every assignment above `#-----...`) are *class variables* i.e. shared among instances and not instance variables (`self....`)?',polite
'Can you let us know what error you got or in what way its failing to load. Also can you copy&paste a NSLog output of the full URL String for both the | and the \%7C version of the string?',polite
'Also you say there is only one common element in the three arrays. Does that mean only one element appears in all three arrays and just two of the three arrays can have other common elements or can two of three arrays have no other common elements than the one that is common in all three?',polite
'When you say no other access to the dictionary of words do you mean that you dont have access to the actual dictionary that `IsValidWord` is using or that you cannot use a dictionary at all? Would using a separate dictionary be OK in the hopes that it matches the one that `IsValidWord` is using?',polite
'can show your app please ? Are you looking for something similar to this http://mrdoob.com/projects/harmony ??',polite
'How are you using the FtWebRequest class? Do you have to problem with all FTP servers or just the one?',polite
'javascript problem I suspect. very strange maybe some conflict with libraries or plugins in safari only?',polite
'We still need more details: do you have your own SMTP server? Or are you using a gmail acccount for instance to send your mail through?',polite
'That example is not scaling. Can you post your code?',polite
'Are there anymore styles being applied this [jsFiddle](http://jsfiddle.net/s8d3R/1/) looks fine in Chrome. How does it look to you?',polite
'How large is your triangle likely to be? Is it small enough to assume that the surface can be considered as flat or do you need spherical geometry?',polite
'I thought about leaving it as a hint to anyone else that restarting VS can always solve unexpected problems. What do you think?',polite
'Nothing wrong in your code but what does your xml look like ? And what do you call debug mode ?',polite
'I would open a separate question about the vectorization.  Have you tried just using yindex (removing the [y] and the while loop)?',polite
'Has it crashed before? How often does it crash?',polite
'question is unclear. perhaps including an example will help?',polite
'Can you show what youre written so far? Is there a specific roadblock youre encountering?',polite
'Seems to work fine for me. What values are you passing to the method when it doesnt work?',polite
'Meant to ask -- what do you mean by whether the JVM can remember the order of the nodes? If you use a List isnt it the JVM implementing the list for you?',polite
'Which part are you having trouble with? Do you need help determining if there are new items or do you need to know how to start an executable once youve determined that there are new items?',polite
'If you need wide browser compatibility youll have to use JavaScript. Would you be interested in a JavaScript solution?',polite
'What happens when you run this under debugging and whats your configuration? Can you show me the first part of the packages file it creates?',polite
'Ok then your own code seems cleanest. And although this is offtopic: how did you generate those images? :)',polite
'That link isnt working for me. Can you check it?',polite
'Im not sure what the most efficient way of doing this is.  Try both and see which one is faster?',polite
'Perhaps also a bit of information about the parameters to `Field()` would help.  Also are you trying to use a 1D or a 2D array to store the fields?',polite
'I think I might know how you could test to see if theres even a path between start and end but dont know (at least not yet) how to calculate the least number of circles to remove. Would this be at all useful?',polite
'Did you ever find a solution to this? If so could you post it as an answer to your question?',polite
'I try to sort the array firstly with O(nlogn) and then find the minimal window with O(n). I just wonder is there a better method?',polite
'With the detail youve given that sounds OK to me though you should note that MAC addresses can be changed/spoofed so I guess its a risk based on how tech-savvy/desperate your client is.If you trust your clients anyway why not just use an honesty approach where they tell you how many times they have it installed and pay the correct fee?',polite
'Do you know anything about the contents of the strings?  Are they ASCII for example?',polite
'Just to clarify: Do you want your program to be notified of mouse click events so that it can act upon them or do you want to inject mouse click events into the windowing system?  And what platform are you on (mac/*nix/Windows/etc)?',polite
'Id think the issue is that the tabs are starting from different column numbers because of longer and shorter filenames. Could you change it to `puts [OK]\\t\\tx` so that the OKs line up and the filenames start at the same column?',polite
'Could you post some of the relevant code? It would make it easier to figure out what is going on... Also what do you mean by the Map?',polite
'That looks OK to me (just learning Haskell myself though).  Is there anything specifically wrong?',polite
'Are you sure that the delimiter appears at most once per line? And if there are multiple delimiters which one do you want to cut the line at?',polite
'@High Performance Mark as far as I understand the pseudo code describes a path searching algorithm... so Im trying to write a program that finds a Hamiltonian Path using the logic of the DNA Algorithm. Am I on the wrong *track* here?',polite
'@Mike: I dont know Java yet.  Could you explain what makes this work in Java but not in C++?',polite
'This error implies something wrong with how the app itself is running not with finding the template. Is there any traceback data?',polite
'I dont really know the answer to this but have you considered lowering the quality or decreasing the size of the image yourself?  Maybe take the UIImage from the camera delegate event scale it down and then save using UIImageJPEGRepresentation with a lower quality setting?',polite
'Can you please clarify your goals?  Is pure-Perl whats important to you or is zero-installation important?',polite
'I confess no. Whats exactly to be read in the docs you are referring to?',polite
'Just a basic question - how many stacks of orders are we looking at? Also how big are your sets 1000s of numbers millions of numbers or more?',polite
'This is probably more of a timing issue than anything else. Can you provide some information as to the actual application of this to whatever youre doing?',polite
'ive checked the values at the return statement...theyre valid...but once it actually returns i get nothing. is this something to do with scope?',polite
'Could you elaborate on what is happening?  Is the method being called at all?',polite
'Just a note the code snippet actually works so I am thinking that there is something inside my SomeObject (the full code and not the snippet) that is causing it to autorelease. Can an object autorelease itself without have been told to?',polite
'At first sight I cant see whats wrong with the code youve posted.  What error or problem does this produce?',polite
'Please add some clarification: Do you have a string and you want to know if the string contains a valid double such as 2.56? Or do you have a list and you want to know if it has duplicates values?',polite
'@Zoozy: As Andrew asked What led you to this problem? What are the practical uses of such a sequence?',polite
'@ yoda ...Done ! i edited it :) hey are you personally good at image processing in matlab ?',polite
'It could just be me but that question doesnt make sense to me completely.  Maybe rephrase?',polite
'@Mat is there a NOP for oracle? how can I abort the statements from being executed from within the trigger?',polite
'What platform will you be running this client on? iPhone/iOS or Mac OS X?',polite
'Ive had a problem like this where it would just try to find the image by path and not from the Route. Have you tried debugging to see if the application goes into the controller?',polite
'DO you see any problem or any thing missing in my script. As I am new in python its fun working with it but running against time.. Does any one want me to add anything more in the script??',polite
'@Mgccl: Great that you found a better solution for your specific case. May I ask what you are doing this for?',polite
'It sounds like you are using some kind of survey engine. Are you and if so which one?',polite
'In what way does it fail? i.e. what happens differently in your program between the first method and the second one?',polite
'Thats a big topic. Is there something specific youre having trouble with or do you need ideas of where to start?',polite
'Can you provide more details?  Did your application launch at all before you received this dialog?',polite
'Actually it worked locally but then did not work live on the site.  On the site it is still saying Access Denied even if calling the jQuery file from the same domain/subdomain combination... any thoughts?',polite
'Maybe Ill sound stupid but... shouldnt it be `a[i][j]` ? Does the other syntax even work ?',polite
'@Zelimir: As answer provided by you MODE.CLEAR not working with xfermode. Can you please let me know why is it so?',polite
'I object to the use of cats in the described manner. Can we change it to dogs?',polite
'What programming language does this regard? Could you elaborate on Get the same parts between?',polite
'can you describe the problem with your first approach more clearly? what is the meaning of elements with close statistical probability of selection and distant selection percentages?',polite
'Unfortunately i do not know how to start. Ok I use fft but what and how should I do next?',polite
'Can you post your Session class?  Does the constructor use invalid arguments?',polite
'Can you post a representative data set?  Are you okay with getting no matches back if there is a distance of more than 2 (or 5 or ..) between the closest pairs?',polite
'Looks like a type in the second `RewriteCond`.  Should you have a space before the `\\.html`?',polite
'So resizing of an image can be only done proportionally right? I cant resize an 8x10 to 8x8 without cropping?',polite
'What operating environment are you in? Is this jQuery WinForms QT?',polite
'Damn it i didnt notice that thank you. Is there another way to get the RGB value of individual pixels in android?',polite
'Just to clarify - your want to output the strings from the short text file subtracting any strings from the short text file that are in the long text file? Also how large are each of these files and what code have you written thus far?',polite
'first thank you all for your answers second i cant understend jim why you think i try to make fun of you? and last how i mark that the problem solved?',polite
'Hmmm still dont quite see what youre aiming for. Could you perhaps explain where you *think* things can be generalised/abstracted (at least verbally/in pseudocode)?',polite
'hi Gabe what is your reason to activate the USB Debug with fastboot? why dont use Settings > Application settings > Development > USB debugging???',polite
'Lets hope for the best. Did you get a chance to look at any server access logs from just after the last IISReset to the first incidence of the error?',polite
'there is no good way to do this in general. Are there any conditions that you can give?',polite
'Do you always start from 00 (or the bottom-left-most point)?  Or can you start from any point?',polite
'Have you tried to fully uninstall your application from your development phone and reinstall it from scratch? Maybe your database creation method is wrong?',polite
'Just tested on IE8 Win7 it works! Does it reports some errors?',polite
'Wouldnt the time complexity depend on the type of tree? Could you elaborate on that point?',polite
'Well i would do that but i dont know how to. Maybe you can show me on thizs example please?',polite
'Could it be that youre adding same transaction observer more than once (i.e. for each `addPayment:` statement)?',polite
'I see. Was it talking about that one specifically? :)',polite
'You could serialize Python objects to files and then load them. The problem is that model is too large?',polite
'Works like a charm here using XE.  Do you have specific steps?',polite
'It looks like its not processing the imports in the WSDL. Have you confirmed suds works with external imports?',polite
'@fatih You dont happen to have a demo/example project you could share? To see which files need to be added and how to call the functions?',polite
'Maybe its not the best idea if that actions gonna generate html for user. Describe more what this actions do maybe you can replace them with observer class or delayed_job?',polite
'@Zimbabao Cached MySQL is our front-runner at the moment. Has that worked well for you?',polite
'Please specify the platform you are compiling on and also specify the command line options to the compiler that youre using.  Is `-std=c99` one of the options for example?',polite
'After rereading the second code fragment I changed my assumption to O(N) * O(N-1) instead of O(N) * O(N+1) because the nested loop gets iterated one less time than the first loop is this correct? So it would be O(N(N-1)) == O(N^2-N) == O(N^2)?',polite
'Thats great. Whats your question?',polite
'You have change the intent of the question considerably. Can you post a new code example to show the problem?',polite
'I think he is talking about the variable length arrays that were added to C in the C99 revision of the language. Is that correct aaa?',polite
'Sorry I thought I had. Its a simple game Guess My Number - The computer picks a random number between 1 and 100> The player tries to guess it and the computer lets the player know if the guess is too high too low or right on the money Forgive me Im new here should I have explained further?',polite
'@svante - Im fine with that! Care to give any feedback on what I SHOULD be using?',polite
'Thanks for the pointer but now I am not sure to understand your problem. Could you add a drawing?',polite
'Your regexp is probably dropping the newline character that is present on each of your input strings.  Can you post the regexp that you are using?',polite
'It seems like youre trying to parse html. Have you looked at nokogiri?',polite
'Do you want to check if it looks ok ? Do you want to check if the file exists ?',polite
'How sparse is the matrix?  Does the matrix have any special shape or relationship between entries?',polite
'What do you know about the type already? Could you provide a sample context?',polite
'Please edit your question and explain what isnt working. What errors are you seeing or how isnt it working as you expect?',polite
'I didnt quite understand what are you trying to achieve? What questions do you have and what is the desired output?',polite
'Why is it an HTML file? Also can you please show the JSON?',polite
'This looks right and works for me. What do you see?',polite
'Its kind of hard to understand what you are asking. Maybe you could clarify it a little bit?',polite
'Sorry for the late replyI have taken view based template.Actually I need to convert the pdf page to image and in that process its giving me error with the code above. Any solution?',polite
'Thats good news. Isnt there a Sherlock Holmes quote about how the answer to a mystery is never that something impossible has happened? :-)',polite
'This is exactly what I am looking for: http://limi.net/articles/resource-packages/. Does anybody know where to find more information about this?',polite
'Please provide more information about what youve actually tried.  By not efficient do you imply that it takes too long but still gets the correct result?',polite
'@Neil All data is input onto a screen before so there is no actual input data. Would it help if put the whole program here?',polite
'I vaguely remember using Sugiyamas with more than one input/output but I could be wrong. Can you write down a pointer to the alg logic you are using to refresh my memory?',polite
'The code youve posted works fine for me.  Are you doing something like `get_simps(get_simps(20))`?',polite
'could you describe the problems you are having? Are you logging the response codes?',polite
'Did you run any individual tests? If so how?',polite
'It seems that the string that I send is not null-terminated could be this the problem? The string that I send is build with (string + string).c_str() but shouldnt the c_str() method alredy add the NULL-terminator?',polite
'Probably a stupid question but have you ensured that your machine resolves localhost correctly outside of java?  At the CLI?',polite
'I cannot see a problem with this. Do you get a completely blank cell of a missing image icon?',polite
'Heres a simple example based on what you provided: http://fbrell.com/saved/58a66f765babcdd3d7b452afe02b4e41 -- works fine for me. Maybe you can provide some more details?',polite
'Im having trouble following your question.  Can you illustrate what you mean by modular configuration preferably by means of an example?',polite
'Can you please provide a simple sample Haml file and the output you want to get? Do you want Ruby `- foo` and `= foo` blocks to turn into Erb `<\% foo \%>` and `<\%= foo \%>` (respectively) or something else?',polite
'Are the Ajax or other porlet technologies good enough?  Are there any other Java portlet technologies that I should study?',polite
'Please describe the problem itself.  What can be the obstacles to assigning a free guest to a free motorcycle?',polite
'Nice.  What kind of improvement?',polite
'I would be concerned more with the layout of your data and how youre accessing them. Could you paste a sample of 10 rows and the most common queries youre using?',polite
'Are you writing a kakuro/sudoku solver?  If so do you have restraints on the possible values such as always 1 - 9 there are always at most 9 sets that sort of thing?',polite
'@Michael No it doesnt have to be jpeg based but it needs a significant compression ratio as the reason we want to do compression is to significantly reduce the amount of data transferred. From what I know about LZ compression I wouldnt expect that on raw image data but am I mistaken?',polite
'It looks pretty good to me. Can you give some idea of why you think its incorrect?',polite
'`+1` from me just for posting a SO problem on SO. `:)` (Not that I could help with the problem but seeing this I was asking myself what happens to the GC when a dispose function throws?)',polite
'Does the route work if you run the same reload_routes function during application execution? That is does it work if you just stick that line in while youre in dev mode?',polite
'I dont know about Eclipse but Visual Studio puts it on the right-button menu.  Perhaps Eclipse is the same?',polite
'Are you sure you are getting the error on that line? What line are you trying to access the array on?',polite
'sorry folks i didnt know how to use the community wiki box.  can this be reopened as ive moved it over?',polite
'Right now I am doing something like http://pastie.org/898437. Is there some other better way to do the same?',polite
'I think slicing means converting from derived class object to base class object. I think it is very common operation in C++ do you think slicing is a natural feature or a bad design?',polite
'Can we see the function that creates the output? And the output itself?',polite
'i know this doesnt help your problem but its another corner case: what if two different cells want to swap with the same one? will one swap and then the other swap with the one it didnt intend to?',polite
'Can you tell us what .NET framework you are using.  Also is there a limitation on changing the framework?',polite
'Your title talks about arrays but in your code sample youre applying `gsub` to a single string (youre applying it to the whole string btw) and then taking the first line of that string. Could you please clarify?',polite
'Could you be a bit more specific? What do you mean by short key for scroll?',polite
'I added two. Happy? ;-)',polite
'Can you clarify the question? Are you asking why member variables must be declared outside the scope of a function or are you finding that your constructor isnt working as expected?',polite
'@q0987 If thats the case then youre leaving out some crucial information. Perhaps you could tell us why you think its wrong as that might reveal what you left out in the question?',polite
'Okay so you just want to get a feel for whats out there and know you want CCK-like functionality.  Any other specific features youre looking for or aspects of Drupal that youd like to avoid?',polite
'Well when you call `new Class();` it returns a pointer to the location of that instance of the class. Is that what you are referring to?',polite
'You may want to post the code right here. Maybe use pastebin or something if its too much to embed directly in your post?',polite
'Can you give us a simple dummy example to explain what youre trying to do? eg give us an example of a batch of the kind of repeated text/html youd hope the code would catch?',polite
'@luser droog: I can surely try! where can I look at that source?',polite
'@Kdoto- I think it is since I think I came up with one possible implementation. :-)  Can you check and see if my logic is correct?',polite
'When you say concatenate do you mean overlay them (put them in the same place) or put them next to each other?  If you mean overlay what do you want to happen when two pixels are at the same spot -- how do you want transparency to be handled?',polite
'Not sure but maybe you want a clustering alorithm e.g. http://en.wikipedia.org/wiki/K-means_clustering?',polite
'Any luck in figuring this one out?  Were any of the diagnostic steps in my answer useful?',polite
'Hmmm... it works!! Any reasonable explanation to why??',polite
'Alright Mike - its been already posted on light house. Would you guys need any other things from me to recreate the error?',polite
'Needs more context. Can you provide the question which precedes the answer too?',polite
'Please post the important parts of what you have now and what youre having trouble with. Also what does `stop-and-wait` mean?',polite
'Ive tried reading about them but most of the websites Ive stumbled on dont really explain how one should actually use these. Do I just need a class which wraps my record header/data and then overloads << and >> to use these?',polite
'Please give some more information. What have you tried and what error/behavior did it give?',polite
'yes you are right I guess the problem is really whats happening around release (I just wanted to ask if this is fine to do). Actually its related to cocos2d before release I am making a CCAction and I have a CCSprite *sp I am simply doing [sp runAction:anim]; while the animation is running I am releasing it though nothing happens to the animation visually but is it right?',polite
'Is this happening in development only? Is it possible that class reloading is the issue as classes are not cached in development if you are adding methods during execution the class could be reloaded without your newly defined methods?',polite
'Please present your work: what have you done to debug the Count signal? How do the other signals in the design behave?',polite
'Also your question is a bit unclear to me. Can you provide an example of what `array` could be?',polite
'Can you describe the problem in more detail?  Maybe upload a screenshot or two?',polite
'To answer your last question you want to use `extern C` to prevent the name-mangling. Not sure about the first one yet though; have you verified that youre actually being sent any messages?',polite
'I agree with J_A_X on this one.  Just a suggestion though have you thought of using Flex rotate effects to do this?',polite
'Im sure also. Would you show me a better way to do this?',polite
'There are many factors that influence the layout and size of an ImageView. Are you able to share the layout file?',polite
'Hi I think that the best algorithm depends on the number of the teams. How many should they be?',polite
'+1 awesome problem.  BTW do you mean You have \%d unread messages?',polite
'I have one question but if dont want to answer its also ok... Where did you took Scala exam? Is your company makes it for the employees or at school or may be you own initiative to learn Scala and take exam?',polite
'Im not really sure what youre looking for that pinvoke.net doesnt provide.  Can you cite an example where it didnt give you what you needed?',polite
'Im not sure what the distinction is that youre making. What do you want to store and how do you want to retrieve it?',polite
'http://search.cpan.org/~rgarcia/perl-5.10.0-RC2/pod/perlcall.pod#G_KEEPERR explains the `(in cleanup)` mechanism http://cpansearch.perl.org/src/JESSE/perl-5.12.2/ext/XS-APItest/t/call.t shows using it.  this is all XS related but maybe it will help point you or someone else to a pure perl answer?',polite
'Ive seen this happen when my application crashes. If you run your app without breakpoints do you experience a crash?',polite
'I am not sure I fully understand the question is it like having to make 2 piles of different units that will be the closest in total construction time ? With the only constraint that piles cannot exceed 5 elements?',polite
'i didnt think to look for the borders its a nice idea. but how can i distinguish between other borders that the image contains?',polite
'please clarify the scenario please. What exactly is the purpose of finding out?',polite
'it is exactly what I want. please how can I do this ?',polite
'i want to insert data whole data of array into vector of a map without using for loops. is it possible to push back data set into vector of map?',polite
'You might want to add more context to the question (although its been fairly well answered below :-) I.e. why do you want to do this?',polite
'So you mean you just cant use date functions yes? Presumably comparison multiplication and subtraction are okay? :-)',polite
'What would you like in the case of e.g. `http://example.com/test.php?key=val` ? Or `http://example.com/test.htm#section1` ?',polite
'@Paul R: Ok I have edited my question. Is it better now or something is missing?',polite
'Good advice @Spacedman. Care to write that down in a form of an answer so I can upvote you?',polite
'Yes the edges are always axis aligned (I will update the post).  Could you give more detail on the scan line approach?  Thx.',polite
'Could you clarify what you mean by #4? Does this mean that the lists of objects on each edge leading away from node _X_ are always a subset of the list of objects on the edge leading towards _X_?',polite
'What have you tried so far?  What problems have you encountered?',polite
'Other than a missing declaration of ss the code youve provided will get the address of a member of a structure. Can you provide more detail on what isnt working for you?',polite
'Have you looked at free GUI automation tools like [AutoIt](http://www.autoitscript.com/site/autoit/)? Maybe it can do what you need?',polite
'Which would be a good addition: I just did the problem and thought its an interesting question. What are your thoughts/ideas on this?',polite
'Ah the error says a location is not trusted. How do I fix this?',polite
'@user5402 could you please elaborate? What does opening the pipe do?',polite
